"Run ID","Scenario name","Model name","Variable name","unit","Flag Category","year","value","meta_Climate Assessment|Peak Warming|Median [MAGICCv7.5.3]","meta_Climate Assessment|Warming in 2100|Median [MAGICCv7.5.3]","meta_Climate Assessment|Year of Peak Warming|Median [MAGICCv7.5.3]","meta_Emissions Diagnostics|Cumulative CCS [2020-2100, Gt CO2]","meta_Emissions Diagnostics|Cumulative CO2 [2020-2100, Gt CO2]","meta_Emissions Diagnostics|Cumulative Net-Negative CO2 [2020-2100, Gt CO2]","meta_Emissions Diagnostics|Year of Net Zero|CO2","meta_Emissions Diagnostics|Year of Net Zero|Kyoto Gases","meta_Climate Category|SCI 2025 [Tier I]","meta_Scenario Typology|SCI 2025 [beta]","meta_Vetting|SCI 2025","meta_Feasibility Concern|Carbon Capture|World|2030","meta_Feasibility Concern|Carbon Capture|World|2035","meta_Feasibility Concern|Carbon Capture|World|2040","meta_Feasibility Concern|Hydropower Capacity|World|2030","meta_Feasibility Concern|Nuclear Capacity|World|2030","meta_Feasibility Concern|Onshore Wind Capacity|World|2030","meta_Feasibility Concern|Solar PV Capacity|World|2030","meta_Feasibility Concern|Wind Capacity|World|2030","meta_Sustainability Concern|Exceeding Prudent Limit For Geological Carbon Storage|World","meta_Sustainability Concern|Food Availability|World","meta_Sustainability Concern|Unsustainable Bioenergy Use|World","meta_Scenario Ensemble|AR6","meta_Climate Category|AR6 [ID]","meta_Climate Category|AR6 [Name]","meta_Legacy Mapping|AR6|Model Name","meta_Legacy Mapping|AR6|Scenario Name","meta_renewablesShare","meta_fossilShare","meta_biomassShare","meta_gfaIncrease","meta_carbonRemoval","meta_eocWarming","meta_peakWarming","meta_Ensemble Weight|SCI 2025 [beta]"
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Electricity","EJ/yr","[object Object]",2010,10.913,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Electricity","EJ/yr","[object Object]",2015,10.6603,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Electricity","EJ/yr","[object Object]",2020,11.6626,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Electricity","EJ/yr","[object Object]",2025,12.5663,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Electricity","EJ/yr","[object Object]",2030,14.8579,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Electricity","EJ/yr","[object Object]",2035,17.188,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Electricity","EJ/yr","[object Object]",2040,18.0698,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Electricity","EJ/yr","[object Object]",2045,19.4896,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Electricity","EJ/yr","[object Object]",2050,22.7362,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Electricity","EJ/yr","[object Object]",2055,26.3629,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
